z,Ex,Ey,Ez,Bx,By,Bz,Jx,Jy,Jz
0.0580581,-0.0373797,0.0229873,0,0,0,0,-0.00542289,0.00234343,0
0.0590591,0,0,0,-1.55302e-10,-1.18629e-10,1.18629e-10,0,0,0
0.0600601,0.0119095,0.00635154,0,0,0,0,0.00290818,-0.00734899,0
0.0610611,0,0,0,1.56213e-10,1.92058e-10,-1.92058e-10,0,0,0
0.0620621,0.0192948,-0.034682,0,0,0,0,-0.00444967,0.0010644,0
0.0630631,0,0,0,-8.82315e-11,-9.79496e-11,9.79496e-11,0,0,0
0.0640641,-0.0409088,0.0501784,0,0,0,0,0.00431395,-0.0045744,0
0.0650651,0,0,0,-2.41489e-11,6.84169e-11,-6.84169e-11,0,0,0
0.0660661,0.0495162,-0.047119,0,0,0,0,0.00213031,-0.00233076,0
0.0670671,0,0,0,9.23912e-11,7.16379e-11,-7.16379e-11,0,0,0
0.0680681,-0.0388949,0.0284796,0,0,0,0,0.000222677,0.00325682,0
0.0690691,0,0,0,-1.76131e-10,-1.17136e-10,1.17136e-10,0,0,0
0.0700701,0.0148843,0.00179257,0,0,0,0,0.00620198,-0.00358167,0
0.0710711,0,0,0,1.46243e-10,1.64757e-10,-1.64757e-10,0,0,0
0.0720721,0.0137002,-0.030089,0,0,0,0,-0.0033073,0.00612838,0
0.0730731,0,0,0,-1.0633e-10,-1.24783e-10,1.24783e-10,0,0,0
0.0740741,-0.0378656,0.0481493,0,0,0,0,0.00290867,-0.000516089,0
0.0750751,0,0,0,1.22839e-12,5.87095e-11,-5.87095e-11,0,0,0
0.0760761,0.0468201,-0.0491217,0,0,0,0,-0.00169256,0.00104422,0
0.0770771,0,0,0,9.1814e-11,4.63999e-11,-4.63999e-11,0,0,0
0.0780781,-0.0395468,0.0316391,0,0,0,0,-0.00363628,0.00347861,0
0.0790791,0,0,0,-1.51814e-10,-1.05078e-10,1.05078e-10,0,0,0
0.0800801,0.0177624,-0.0044191,0,0,0,0,0.00214114,-0.0049744,0
0.0810811,0,0,0,1.60845e-10,1.66062e-10,-1.66062e-10,0,0,0
0.0820821,0.0104922,-0.025661,0,0,0,0,-0.0054843,0.00312054,0
0.0830831,0,0,0,-1.12775e-10,-1.09754e-10,1.09754e-10,0,0,0
0.0840841,-0.0332856,0.0449052,0,0,0,0,0.00254367,-0.00455094,0
0.0850851,0,0,0,1.31812e-11,8.1046e-11,-8.1046e-11,0,0,0
