z,Ex,Ey,Ez,Bx,By,Bz,Jx,Jy,Jz
0.153153,0,0,0,2.62707e-11,4.6366e-11,-4.6366e-11,0,0,0
0.154154,0.00920281,-0.00514856,0,0,0,0,-0.00109344,0.00148934,0
0.155155,0,0,0,-1.31065e-11,-8.26145e-12,8.26145e-12,0,0,0
0.156156,-0.00945379,0.00710055,0,0,0,0,-0.000435963,0.000637136,0
0.157157,0,0,0,-1.12812e-11,-1.78236e-11,1.78236e-11,0,0,0
0.158158,0.00105496,-0.00263123,0,0,0,0,0.000328196,0.000384502,0
0.159159,0,0,0,8.38017e-12,1.13743e-11,-1.13743e-11,0,0,0
0.16016,0.000583889,0.00140698,0,0,0,0,-0.000365515,0.000905586,0
0.161161,0,0,0,-1.30612e-11,-1.60322e-12,1.60322e-12,0,0,0
0.162162,0.00138835,0.000935052,0,0,0,0,-0.000313401,0.00028961,0
0.163163,0,0,0,9.29369e-12,9.17228e-12,-9.17228e-12,0,0,0
0.164164,-0.00198923,-0.00172599,0,0,0,0,-0.000867533,0.000865428,0
0.165165,0,0,0,-1.31757e-11,-2.71355e-11,2.71355e-11,0,0,0
0.166166,-0.00910459,0.00745861,0,0,0,0,0.000507523,8.10206e-05,0
0.167167,0,0,0,-1.05025e-11,3.76399e-13,-3.76399e-13,0,0,0
0.168168,0.0100433,-0.0048132,0,0,0,0,0.000245959,-0.000155535,0
0.169169,0,0,0,2.61408e-11,3.50745e-11,-3.50745e-11,0,0,0
0.17017,-0.001457,-0.00159045,0,0,0,0,-0.00156276,0.00111787,0
0.171171,0,0,0,-2.50323e-11,-4.58805e-11,4.58805e-11,0,0,0
0.172172,-0.0156241,0.01056,0,0,0,0,0.000898548,-0.000426423,0
0.173173,0,0,0,-1.02335e-11,-9.36901e-12,9.36901e-12,0,0,0
0.174174,0.0105926,-0.00654552,0,0,0,0,0.00106343,-0.000533366,0
0.175175,0,0,0,3.0462e-11,4.33661e-11,-4.33661e-11,0,0,0
0.176176,0.00224632,-0.00232042,0,0,0,0,-0.00117148,0.000958288,0
0.177177,0,0,0,-2.01644e-11,-3.24322e-11,3.24322e-11,0,0,0
0.178178,-0.0131847,0.00826254,0,0,0,0,0.000658552,-0.000355643,0
0.179179,0,0,0,-7.6402e-12,-1.71753e-11,1.71753e-11,0,0,0
0.18018,0.0035689,-0.00404558,0,0,0,0,0.00132507,-0.000442277,0
0.181181,0,0,0,1.64966e-11,2.07125e-11,-2.07125e-11,0,0,0
0.182182,0.00247409,-0.000849346,0,0,0,0,0.00022292,0.000403013,0
0.183183,0,0,0,-7.43649e-12,-3.70705e-12,3.70705e-12,0,0,0
0.184184,-0.00106233,0.00108471,0,0,0,0,0.000487906,-5.7844e-05,0
0.185185,0,0,0,6.80133e-12,8.15412e-13,-8.15412e-13,0,0,0
0.186186,-0.00137047,-0.00187457,0,0,0,0,0.000409469,0.000359993,0
0.187187,0,0,0,-6.41775e-12,-1.72431e-11,1.72431e-11,0,0,0
0.188188,-0.00534923,0.00488838,0,0,0,0,0.00131898,-3.81112e-05,0
0.189189,0,0,0,-6.55656e-12,2.67147e-12,-2.67147e-12,0,0,0
0.19019,0.0100138,-0.00471648,0,0,0,0,0.00107805,-0.000139139,0
0.191191,0,0,0,2.78061e-11,3.85999e-11,-3.85999e-11,0,0,0
0.192192,0.00433387,-0.0042194,0,0,0,0,-0.000872249,0.00127331,0
0.193193,0,0,0,-1.47301e-11,-2.67846e-11,2.67846e-11,0,0,0
0.194194,-0.0125119,0.00996586,0,0,0,0,0.000680274,0.000227879,0
0.195195,0,0,0,-2.00364e-11,-1.96424e-11,1.96424e-11,0,0,0
0.196196,0.007775,-0.00278191,0,0,0,0,0.00152632,-0.000467756,0
0.197197,0,0,0,2.96534e-11,4.7804e-11,-4.7804e-11,0,0,0
0.198198,0.0117548,-0.00643124,0,0,0,0,-0.000975448,0.00117615,0
0.199199,0,0,0,-3.47213e-12,1.62971e-12,-1.62971e-12,0,0,0
0.2002,-0.00619226,0.00719065,0,0,0,0,-0.000838182,0.000664873,0
0.201201,0,0,0,-1.93413e-11,-2.04628e-11,2.04628e-11,0,0,0
0.202202,0.000142188,0.00152456,0,0,0,0,0.000174862,-0.000217019,0
0.203203,0,0,0,6.84169e-12,1.19606e-11,-1.19606e-11,0,0,0
0.204204,0.00414371,-0.000384932,0,0,0,0,-0.000487697,0.000235996,0
0.205205,0,0,0,-5.65423e-12,6.60956e-12,-6.60956e-12,0,0,0
0.206206,0.00354709,0.00198995,0,0,0,0,-0.000745623,-0.000118691,0
0.207207,0,0,0,5.60977e-12,1.86659e-11,-1.86659e-11,0,0,0
0.208208,0.00574085,-0.00308868,0,0,0,0,-0.00168503,0.000200069,0
0.209209,0,0,0,1.6971e-12,-1.28009e-12,1.28009e-12,0,0,0
0.21021,-0.00814487,0.0063073,0,0,0,0,-0.00149941,5.64209e-05,0
0.211211,0,0,0,-3.01777e-11,-3.45013e-11,3.45013e-11,0,0,0
